시군명,업종구분명,시설명,대표자명,교습과정명,전화번호,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
수원시,학원,으뜸웅변학원,정순옥,웅변,031-256-6876,16454,경기도 수원시 팔달구 고등동 58-23번지,경기도 수원시 팔달구 고매로 25,37.2718206,127.0051481
수원시,학원,글로벌용접학원,감규상,기계,051-941-4545,16447,경기도 수원시 팔달구 고등동 143-1번지 3층전체,경기도 수원시 팔달구 팔달로 68,37.2744336,127.0027241
수원시,학원,선화피아노학원,김계순,음악,031-255-9378,16445,경기도 수원시 팔달구 고등동 70-15번지 2층,경기도 수원시 팔달구 고화로 42,37.2730459,127.0064222
수원시,학원,파우제커피교육학원,최경식,식음료품(바리스타,소믈리에),031-247-4301,16445,경기도 수원시 팔달구 고등동 86-4번지 장영빌딩 2층 일부,경기도 수원시 팔달구 갓매산로 58,37.269541,127.0045054
수원시,학원,수원아카데미학원,김성희,,,16445,경기도 수원시 팔달구 고등동 86-10번지 3층 전체,경기도 수원시 팔달구 고매로 6,37.2699915,127.0046971
수원시,교습소,은하피아노,유경민,음악,031-255-3125,16448,경기도 수원시 팔달구 고등동 7-2번지,경기도 수원시 팔달구 팔달로 108,37.2780737,127.0037276
수원시,교습소,양영희피아노,양영희,음악,,16446,경기도 수원시 팔달구 고등동 3-6번지,경기도 수원시 팔달구 고화로 98,37.2779025,127.0067043
수원시,교습소,모자르트피아노,염순근,음악,,16454,경기도 수원시 팔달구 고등동 59-9번지,경기도 수원시 팔달구 고등로72번길 20-6,37.2724603,127.004528
수원시,교습소,황영희피아노,황영희,음악,031-233-2277,16453,경기도 수원시 팔달구 고등동 215-30번지,경기도 수원시 팔달구 고등로 18-4,37.2726495,126.9987779
수원시,교습소,박근예꽃꽃이,박근예,꽃꽂이,031-245-7722,16447,경기도 수원시 팔달구 고등동 107-8번지,경기도 수원시 팔달구 고등로 53,37.2732893,127.0028932
수원시,교습소,청향서예,박순선,서예,031-252-8335,16447,경기도 수원시 팔달구 고등동 44-17번지,경기도 수원시 팔달구 고등로71번길 20-3,37.2743434,127.0049227
수원시,교습소,햇님피아노,이혜섭,음악,031-244-5864,16448,경기도 수원시 팔달구 고등동 7-2번지,경기도 수원시 팔달구 팔달로 108,37.2780737,127.0037276
수원시,교습소,지재욱피아노,지재욱,음악,031-253-7079,16446,경기도 수원시 팔달구 고등동 13-25번지,경기도 수원시 팔달구 고화로 78-1,37.2761815,127.006614
수원시,교습소,해창주산,박복자,주산,031-257-4644,16454,경기도 수원시 팔달구 고등동 240-4번지,경기도 수원시 팔달구 갓매산로86번길 34,37.2714061,127.0020363
수원시,교습소,삼계서예,노복환,서예,031-253-0823,16650,경기도 수원시 권선구 고색동 408-23번지 중앙빌딩 4층,경기도 수원시 권선구 매송고색로 668,37.2495715,126.977623
수원시,학원,고색한샘학원,김성규,,031-291-6670,16650,경기도 수원시 권선구 고색동 408-23번지 2 3층 전체,경기도 수원시 권선구 매송고색로 668,37.2495715,126.977623
수원시,교습소,플라워미술교습소,김숙경,미술,,16650,경기도 수원시 권선구 고색동 915번지 우림필유,경기도 수원시 권선구 고색로 8,37.2476884,126.9782548
수원시,학원,청록보습학원,김경혜,보습,031-297-4575,16650,경기도 수원시 권선구 고색동 368-1번지 대한아파트 상가 3층,경기도 수원시 권선구 서부로 1534,37.2461028,126.9790894
수원시,교습소,헤이쥬드음악교습소,홍혁표,음악,,16650,경기도 수원시 권선구 고색동 375-4번지 1층 일부,경기도 수원시 권선구 고산로27번길 43,37.2484635,126.9792352
수원시,교습소,숙명미술,김형기,미술,031-292-5167,16649,경기도 수원시 권선구 고색동 306-14번지 3층,경기도 수원시 권선구 고색로66번길 68,37.2475995,126.9849836
수원시,교습소,하늘빛미술,김미성,미술,031-212-7595,16602,경기도 수원시 권선구 고색동 31-3번지,경기도 수원시 권선구 매송고색로 741,37.2522669,126.9851741
수원시,교습소,푸름피아노,김미경,음악,031-292-7094,16649,경기도 수원시 권선구 고색동 47-3번지,경기도 수원시 권선구 고색로 65,37.250735,126.9839572
수원시,교습소,한성주산,민경순,주산,031-291-8679,16650,경기도 수원시 권선구 고색동 383-14번지 2층,경기도 수원시 권선구 매송고색로 694,37.25041,126.9803955
수원시,교습소,성제주산,문제선,주산,031-235-6280,16649,경기도 수원시 권선구 고색동 285-5번지,경기도 수원시 권선구 고현로11번길 18-7,37.2490414,126.9861442
수원시,교습소,박학천논술교습소,박철,보습,,16625,경기도 수원시 권선구 고색동 408-1번지 3층,경기도 수원시 권선구 매송고색로 667,37.2500489,126.9773411
수원시,교습소,아트팜미술교습소,유세비,미술,,16650,경기도 수원시 권선구 고색동 915번지 우림필유 상가동 103호 전체,경기도 수원시 권선구 고색로 8,37.2476884,126.9782548
수원시,교습소,개념플러스수학교습소,안지숙,보습,031-237-5588,16650,경기도 수원시 권선구 고색동 374-19번지 2층일부,경기도 수원시 권선구 고산로27번길 25,37.2484908,126.9802834
수원시,학원,이해법수학고색우림학원,김민영,보습,,16650,경기도 수원시 권선구 고색동 915번지 204호,경기도 수원시 권선구 고색로 8,37.2476884,126.9782548
수원시,학원,새한별음악보습학원,강범석,,031-295-1578,16649,경기도 수원시 권선구 고색동 306-1번지 거산상가 2층 202호 203 204 205호 206호일부,경기도 수원시 권선구 고현로5번길 25,37.247825,126.9860318
수원시,학원,양지아인스학원,정병준,보습,031-278-3545,16650,경기도 수원시 권선구 고색동 390-12번지 외1필지 2층전체,경기도 수원시 권선구 매송고색로672번길 7,37.2495716,126.9782542
수원시,학원,밀레니엄보습학원,신예호,보습,031-296-8641,16624,경기도 수원시 권선구 고색동 890-285번지 1층,경기도 수원시 권선구 서둔로7번길 16,37.2523477,126.9832579
수원시,학원,한우리고색독서논술학원,송유선,보습·논술,031-295-5579,16625,경기도 수원시 권선구 고색동 384-1번지 2층,경기도 수원시 권선구 매송고색로699번길 3,37.2510137,126.9806207
수원시,학원,금란음악학원,김미순,음악,031-296-2955,16649,경기도 수원시 권선구 고색동 291번지 대원아파트 상가동 302303호 3층,경기도 수원시 권선구 고산로6번길 45,37.2484374,126.9841155
수원시,학원,태산음악학원,김의숙,음악,031-297-9353,16625,경기도 수원시 권선구 고색동 886-83번지 외1필지 고색1차태산A상가동 301 302호,경기도 수원시 권선구 매송고색로673번길 11,37.2507967,126.9769801
수원시,학원,서수원아이티직업전문학원,하행미,,031-295-5544,16649,경기도 수원시 권선구 고색동 49-20번지 5층,6층 전체,경기도 수원시 권선구 매송고색로 716,37.2510141,126.9827285
수원시,학원,햇님음악학원,신예호,음악,031-291-5345,16624,경기도 수원시 권선구 고색동 890-292번지,경기도 수원시 권선구 서둔로7번길 14,37.2524018,126.983427
수원시,학원,이보영의토킹클럽고색학원,한혜란,보습,031-292-0594,16650,경기도 수원시 권선구 고색동 380-1번지 3층전체,경기도 수원시 권선구 매송고색로 680-1,37.2499051,126.9789755
수원시,학원,청담클루빌러닝영수전문학원,최연옥,보습,031-293-9222,16625,경기도 수원시 권선구 고색동 390-2번지 3층 일부,경기도 수원시 권선구 매송고색로 671,37.2501301,126.9777017
수원시,학원,멜로디음악학원,김윤미,음악,031-297-6197,16625,경기도 수원시 권선구 고색동 390-2번지 희원프라자 304호,경기도 수원시 권선구 매송고색로 671,37.2501301,126.9777017
수원시,학원,공부가잘되는독서실,황명희,독서실(유아/초·중·고),031-291-1232,16602,경기도 수원시 권선구 고색동 38-4번지 2층 3층,경기도 수원시 권선구 매송고색로 735,37.2520416,126.9846444
수원시,학원,신새노래음악학원,김한숙,음악,031-292-1393,16649,경기도 수원시 권선구 고색동 289-17번지 2층,경기도 수원시 권선구 고색로66번길 51,37.2484375,126.9850398
수원시,교습소,화촌서예,남기연,서예,031-291-9002,16649,경기도 수원시 권선구 고색동 45-6번지 2층,경기도 수원시 권선구 고색로66번길 5,37.2504377,126.9841714
수원시,교습소,해법영어대한제이엘영어교습소,정혜림,보습,,16650,경기도 수원시 권선구 고색동 368-1번지 상가 203호,경기도 수원시 권선구 서부로 1534,37.2461028,126.9790894
수원시,교습소,경기주산,박정화,주산,031-234-7569,16649,경기도 수원시 권선구 고색동 141-8번지,경기도 수원시 권선구 고현로 29-7,37.2505191,126.9863919
수원시,교습소,색채미술,강영신이복순,미술,031-248-5028,16624,경기도 수원시 권선구 고색동 890-129번지,경기도 수원시 권선구 서둔로7번길 37-2,37.2518249,126.9821196
수원시,교습소,고색해법영어교습소,김은영,보습,031-291-5021,16649,경기도 수원시 권선구 고색동 306-15번지 2층,경기도 수원시 권선구 고색로66번길 72,37.2474644,126.9851189
수원시,교습소,한솔플러스수학고색누리교습소,이정아,보습,,16649,경기도 수원시 권선구 고색동 81-23번지 1층일부,경기도 수원시 권선구 고현로25번길 48,37.2495457,126.9845661
수원시,교습소,꼬마야놀자퍼포먼스미술교습소,정선영,미술,,16650,경기도 수원시 권선구 고색동 368-1번지 401호,402호 일부,경기도 수원시 권선구 서부로 1534,37.2461028,126.9790894
수원시,학원,주영음악학원,이경희,음악,031-296-6879,16650,경기도 수원시 권선구 고색동 74-78번지 1층,경기도 수원시 권선구 고산로11번길 5-12,37.2469593,126.9816701
수원시,학원,청림학원,김정숙,보습,031-291-2405,16625,경기도 수원시 권선구 고색동 408-1번지,경기도 수원시 권선구 매송고색로 667,37.2500489,126.9773411
수원시,학원,큰나무아트스쿨미술피아노학원,한은희,,031-232-0789,16671,경기도 수원시 권선구 곡반정동 577-1번지 3층 전체,경기도 수원시 권선구 곡선로50번길 45-4,37.2366055,127.0287563
수원시,교습소,무빙잉글리쉬영어교습소,임현규,보습,,16670,경기도 수원시 권선구 곡반정동 549-11번지 303호,경기도 수원시 권선구 곡선로49번길 32-13,37.2400198,127.0313946
수원시,학원,북킨쉽영어도서관학원,윤지영,실용외국어(유아/초·중·고),,16667,경기도 수원시 권선구 곡반정동 503-1번지 4층 전체,경기도 수원시 권선구 덕영대로 1302,37.2460744,127.0325916
수원시,학원,곡반한림학원,최희내,보습,031-213-9965,16671,경기도 수원시 권선구 곡반정동 578번지 곡반정 현대 아이파크 201호,202호,경기도 수원시 권선구 동수원로82번길 28,37.2369391,127.027776
수원시,학원,뉴파렛트미술학원,손세희,미술,031-234-6503,16671,경기도 수원시 권선구 곡반정동 564-1번지 5층 일부,경기도 수원시 권선구 곡선로 34,37.2390204,127.0281937
수원시,학원,슬기샘이제마독서실,장상대,독서실(유아/초·중·고),031-223-7738,16672,경기도 수원시 권선구 곡반정동 593-10번지 2층 전체,경기도 수원시 권선구 곡반정로65번길 11,37.2344342,127.0278879
수원시,학원,국제기능조리학원,신승경,식음료품,031-222-9980,16670,경기도 수원시 권선구 곡반정동 558-2번지 2층 전체,경기도 수원시 권선구 곡선로 37,37.2393266,127.0287798
수원시,학원,곡반현대학원,여한주,보습,031-229-1993,16671,경기도 수원시 권선구 곡반정동 576-9번지 3층,경기도 수원시 권선구 곡선로50번길 43,37.2367947,127.0288691
수원시,학원,유니랭스어학원,우옥순,실용외국어(유아/초·중·고),,16671,경기도 수원시 권선구 곡반정동 571-6번지 2층전체,경기도 수원시 권선구 곡반정로97번길 20,37.2374343,127.0293652
수원시,학원,필스터디영수전문학원,이보혜,보습,,16671,경기도 수원시 권선구 곡반정동 577-1번지 2층일부,경기도 수원시 권선구 곡선로50번길 45-4,37.2366055,127.0287563
수원시,학원,포르테음악학원,손세희,음악,031-234-6502,16671,경기도 수원시 권선구 곡반정동 564-1번지 3층 일부,경기도 수원시 권선구 곡선로 34,37.2390204,127.0281937
수원시,학원,공터학원,(주)데우스교육,보습,031-226-3250,16672,경기도 수원시 권선구 곡반정동 593-6번지 4층,경기도 수원시 권선구 곡반정로65번길 25,37.2346595,127.0273132
수원시,학원,샐영어전문어학원,김미라(KIMMILA)김정헌,실용외국어(유아/초·중·고),031-231-9918,16672,경기도 수원시 권선구 곡반정동 582-1번지 2층전체,경기도 수원시 권선구 동수원로58번길 6,37.2359393,127.0257585
수원시,학원,이룸아인스학원,상은진,,031-305-2525,16672,경기도 수원시 권선구 곡반정동 596-20번지 1 2층,경기도 수원시 권선구 곡반정로65번길 9-11,37.2340738,127.02773
수원시,학원,알로실용음악학원,함재현,음악,031-2415-889,16667,경기도 수원시 권선구 곡반정동 503-1번지 3층일부,경기도 수원시 권선구 덕영대로 1302,37.2460744,127.0325916
수원시,학원,열린중앙음악학원,송은경,음악,031-239-9700,16671,경기도 수원시 권선구 곡반정동 579번지 한솔아파트상가동 204호,205호,경기도 수원시 권선구 동수원로58번길 21,37.2357949,127.0270882
수원시,학원,탑플러스학원,한승희,보습,031-226-1933,16672,경기도 수원시 권선구 곡반정동 593-4번지 2층 전체,경기도 수원시 권선구 곡반정로65번길 29,37.2347677,127.0270879
수원시,학원,완두학원,최경선,보습,031-234-1121,16671,경기도 수원시 권선구 곡반정동 575-1번지 4층 전체,경기도 수원시 권선구 곡선로50번길 33,37.2372722,127.0291172
수원시,교습소,태장주산,김인식,주산,,16670,경기도 수원시 권선구 곡반정동 545-8번지,경기도 수원시 권선구 곡선로49번길 39-6,37.2407408,127.0305046
수원시,학원,와이에이치케이학원,윤혜경,보습,031-238-8803,16667,경기도 수원시 권선구 곡반정동 503-1번지 2층 전체,경기도 수원시 권선구 덕영대로 1302,37.2460744,127.0325916
수원시,학원,아이파크독서실,홍미진,독서실(유아/초·중·고),031-237-3939,16671,경기도 수원시 권선구 곡반정동 565-1번지 2층,3층 전체,경기도 수원시 권선구 곡선로50번길 6-29,37.2388762,127.0281373
수원시,학원,예당연기학원,김태형,연극,070-7691-0019,16672,경기도 수원시 권선구 곡반정동 584-6번지 4층 전체,경기도 수원시 권선구 경수대로54번길 99-6,37.2352454,127.0263893
수원시,학원,아이비티타임즈영어학원,유승현,보습,031-234-6504,16671,경기도 수원시 권선구 곡반정동 564-1번지 4층 전체,경기도 수원시 권선구 곡선로 34,37.2390204,127.0281937
수원시,학원,엠아이티수학학원,김정원,보습,,16670,경기도 수원시 권선구 곡반정동 558-2번지 3층 전체,경기도 수원시 권선구 곡선로 37,37.2393266,127.0287798
수원시,학원,디사이플러학원,함재현,보습,031-241-5889,16667,경기도 수원시 권선구 곡반정동 503-1번지 3층 일부,경기도 수원시 권선구 덕영대로 1302,37.2460744,127.0325916
수원시,교습소,한수학교습소,김현문,보습,031-898-6681,16464,경기도 수원시 팔달구 교동 233번지 삼광빌딩 2층,경기도 수원시 팔달구 효원로 69,37.2676306,127.0100296
수원시,교습소,고전무용,강대승,무용,,16463,경기도 수원시 팔달구 교동 50-6번지 105,경기도 수원시 팔달구 팔달산로 1,37.2709552,127.0120368
수원시,교습소,안해자피아노,안해자,음악,031-294-4778,16463,경기도 수원시 팔달구 교동 201-1번지,경기도 수원시 팔달구 매산로 99,37.2706579,127.0115294
수원시,교습소,오원한국화교습소,양동언,미술,070-8917-9533,16463,경기도 수원시 팔달구 교동 91-1번지 5층,경기도 수원시 팔달구 매산로 133,37.2722074,127.0149458
수원시,교습소,신매탄컴퓨터,강미연이수양,컴퓨터(소),031-211-1523,16463,경기도 수원시 팔달구 교동 56-2번지 4층,경기도 수원시 팔달구 매산로 107,37.2710183,127.0123412
수원시,교습소,맑음기타,김용환,음악,031-242-2706,16463,경기도 수원시 팔달구 교동 201-4번지 2층,경기도 수원시 팔달구 매산로 95,37.2705138,127.0112588
수원시,교습소,솔피아노,장경아,음악,031-232-6672,16464,경기도 수원시 팔달구 교동 150-4번지 주택2층,경기도 수원시 팔달구 매산로104번길 18-3,37.2698469,127.0127244
수원시,교습소,람파스전자올겐,권옥경,음악,031-246-8444,16463,경기도 수원시 팔달구 교동 56-1번지 팔달구 보건소 109,경기도 수원시 팔달구 팔달산로 6,37.2713787,127.0123638
수원시,학원,팝그린녹색교육학원,(주)팝그린,농림,031-223-3186,16463,경기도 수원시 팔달구 교동 103-3번지 2층 전체,경기도 수원시 팔달구 향교로 146,37.2735409,127.0153632
수원시,학원,브이스토리미술학원,한경석,미술,031-242-3757,16463,경기도 수원시 팔달구 교동 91-1번지 301호,경기도 수원시 팔달구 매산로 133,37.2722074,127.0149458
수원시,학원,고도미술학원,김장하,미술,031-251-6222,16463,경기도 수원시 팔달구 교동 84-1번지 4층 일부,경기도 수원시 팔달구 매산로 123,37.2718201,127.014055
수원시,학원,중앙검정고시학원,이광식,,031-258-8400,16463,경기도 수원시 팔달구 교동 84-1번지 경화빌딩 3층,경기도 수원시 팔달구 매산로 123,37.2718201,127.014055
수원시,학원,수원모던실용음악학원,김형규정승환한현경,실용음악(성악),,16465,경기도 수원시 팔달구 교동 136-4번지 2층일부,경기도 수원시 팔달구 매산로 124,37.2712884,127.0142241
수원시,학원,클릭전원미술학원,안희원,미술,031-245-3738,16465,경기도 수원시 팔달구 교동 130-4번지 외 3필지 4층 전체,경기도 수원시 팔달구 매산로 136,37.271901,127.0153404
수원시,학원,모던케이실용음악학원,김형규정승환한현경,,,16463,경기도 수원시 팔달구 교동 88-5번지 은하수미용학원 2층,3층전체,경기도 수원시 팔달구 향교로 126,37.2720994,127.0140889
수원시,학원,삼공삼공러닝센터학원,이동길,보습,031-229-9071,16464,경기도 수원시 팔달구 교동 140-4번지 4층 일부,경기도 수원시 팔달구 매산로 114,37.27082,127.0132544
수원시,학원,에스쓰리미용학원,최명수,이·미용,,16463,경기도 수원시 팔달구 교동 115-1번지 2층 전체,경기도 수원시 팔달구 행궁로 108,37.272847,127.015814
수원시,학원,홍대앞영원한미소미술학원,이가율이관욱,미술,031-206-0969,16463,경기도 수원시 팔달구 교동 91-1번지 1층 일부 4층 일부,경기도 수원시 팔달구 매산로 133,37.2722074,127.0149458
수원시,학원,쥬니어창아미술학원,김성우,미술,031-898-5434,16465,경기도 수원시 팔달구 교동 132-4번지 2층,경기도 수원시 팔달구 매산로 128,37.2716578,127.0146977
수원시,학원,서울음악학원,윤희옥,음악,031-235-3754,16463,경기도 수원시 팔달구 교동 201-3번지 3층,경기도 수원시 팔달구 매산로 97,37.270658,127.0113603
수원시,학원,모두스만화애니전문학원,박민범,미술,031-248-1539,16465,경기도 수원시 팔달구 교동 130-4번지 3필지 2층 전체,경기도 수원시 팔달구 매산로 136,37.271901,127.0153404
수원시,학원,창조연기학원,오영호,연극,,16463,경기도 수원시 팔달구 교동 201-3번지 2층 전체,경기도 수원시 팔달구 매산로 97,37.270658,127.0113603
수원시,학원,목우미술학원,모민수,미술,031-239-8124,16465,경기도 수원시 팔달구 교동 136-4번지 3층,경기도 수원시 팔달구 매산로 124,37.2712884,127.0142241
수원시,학원,창조의아침미술학원,홍일평,미술,031-226-1323,16465,경기도 수원시 팔달구 교동 132-4번지 2층 3층 4층,경기도 수원시 팔달구 매산로 128,37.2716578,127.0146977
수원시,학원,수석보습학원,홍기안,보습,031-295-0956,16464,경기도 수원시 팔달구 교동 197-2번지 2층,경기도 수원시 팔달구 매산로 96,37.2701804,127.0113941
수원시,학원,인컴아이티전문학원,정홍기,,031-255-4544,16463,경기도 수원시 팔달구 교동 114-1번지 4층,경기도 수원시 팔달구 행궁로 106,37.2730453,127.0157577
수원시,학원,중앙이용컷트전문학원,김철호,이·미용,031-243-1900,16463,경기도 수원시 팔달구 교동 91-1번지 2층 일부,경기도 수원시 팔달구 매산로 133,37.2722074,127.0149458
수원시,학원,순수목우미술학원,양순모,미술,031-256-3715,16463,경기도 수원시 팔달구 교동 79-2번지 3층 전체,경기도 수원시 팔달구 향교로 125,37.2723517,127.0140551
수원시,교습소,중앙피아노,최은경,음악,031-244-7722,16463,경기도 수원시 팔달구 교동 93-7번지,경기도 수원시 팔달구 향교로 130,37.2722885,127.014585
수원시,교습소,평산서예,송근복,서예,031-255-1436,16463,경기도 수원시 팔달구 교동 79-6번지 3층,경기도 수원시 팔달구 향교로 127,37.2724057,127.0142017
수원시,교습소,예일피아노,황숙자,음악,,16464,경기도 수원시 팔달구 교동 159-14번지,경기도 수원시 팔달구 효원로85번길 17,37.2674593,127.0116192
수원시,교습소,신딩동댕피아노,박연숙,음악,031-236-1673,16464,경기도 수원시 팔달구 교동 239번지 2층,경기도 수원시 팔달구 효원로 73,37.2673512,127.010334
수원시,교습소,해법수학구운교습소,최은희,보습,031-278-1965,16426,경기도 수원시 권선구 구운동 466번지 선경아파트 상가 203호,경기도 수원시 권선구 여기산로 19,37.2791252,126.9776695
수원시,교습소,새선경피아노교습소,조건자,음악,,16426,경기도 수원시 권선구 구운동 466번지 선경아파트 상가동 104호,경기도 수원시 권선구 여기산로 19,37.2791252,126.9776695
수원시,교습소,화수분국어전문교습소,곽선화,보습,,16413,경기도 수원시 권선구 구운동 893번지 성원아파트 상가동 204호 일부,경기도 수원시 권선구 일월천로4번길 74,37.2831525,126.9760669
수원시,교습소,아트슐레홍익미술교습소,오선아,미술,,16415,경기도 수원시 권선구 구운동 462번지 삼환아파트 4층 2호 일부,경기도 수원시 권선구 수성로 47,37.284045,126.9784459
수원시,교습소,능률주니어랩영어교습소,김윤옥,보습,,16413,경기도 수원시 권선구 구운동 890번지 코오롱하늘채아파트 상가 207동 2호,경기도 수원시 권선구 일월천로16번길 39,37.284675,126.9750402
수원시,교습소,글빛글짓기교습소,정지영,보습,,16426,경기도 수원시 권선구 구운동 466번지 선경아파트 상가 204호,경기도 수원시 권선구 여기산로 19,37.2791252,126.9776695
수원시,교습소,구운피아노,최길순,음악,031-248-5993,16408,경기도 수원시 권선구 구운동 534-5번지,경기도 수원시 권선구 금호로195번길 20,37.2754836,126.9714243
수원시,교습소,이경희영어교습소,이경희,보습,,16413,경기도 수원시 권선구 구운동 893번지 성원아파트 상가동 202호,경기도 수원시 권선구 일월천로4번길 74,37.2831525,126.9760669
수원시,교습소,라온피아노교습소,곽명희,음악,,16413,경기도 수원시 권선구 구운동 890번지 엘디코오롱아파트 상가동 204호,경기도 수원시 권선구 일월천로16번길 39,37.284675,126.9750402
수원시,교습소,풀수학교습소,박환순,보습,,16409,경기도 수원시 권선구 구운동 504-8번지 1층 일부,경기도 수원시 권선구 구운로 6,37.2771249,126.9773657
수원시,교습소,일월이해법수학교습소,유현숙,보습,,16413,경기도 수원시 권선구 구운동 890번지 엘디코오롱아파트 상가동 301호 일부,경기도 수원시 권선구 일월천로16번길 39,37.284675,126.9750402
수원시,교습소,일월영재영어교습소,박해성,보습,,16415,경기도 수원시 권선구 구운동 462번지 삼환아파트 3층 1호 일부,경기도 수원시 권선구 수성로 47,37.284045,126.9784459
수원시,교습소,미예꼴미술,박민경,미술,031-296-0583,16426,경기도 수원시 권선구 구운동 463번지 강남아파트 상가204호,경기도 수원시 권선구 수성로 18,37.2814315,126.9761239
수원시,교습소,가브리엘피아노,배희경,음악,031-291-5469,16426,경기도 수원시 권선구 구운동 466번지 선경상가 207호,경기도 수원시 권선구 여기산로 19,37.2791252,126.9776695
수원시,교습소,우주피아노,김우주전미선,음악,031-292-3772,16408,경기도 수원시 권선구 구운동 520-2번지,경기도 수원시 권선구 구운중로 19,37.2768177,126.9735661
수원시,교습소,아이세움수학교습소,박현주,보습,,16407,경기도 수원시 권선구 구운동 484-1번지 1층 일부,경기도 수원시 권선구 구운로64번길 31-7,37.2791786,126.9746138
수원시,교습소,꼬마화가미술,윤영희,미술,031-291-1964,16408,경기도 수원시 권선구 구운동 315-2번지,경기도 수원시 권선구 서부로 1868-7,37.2751497,126.9695641
수원시,교습소,신나는영어전문교습소,이두원,보습,,16406,경기도 수원시 권선구 구운동 947-7번지 예림빌딩 3층 전체,경기도 수원시 권선구 구운로 49,37.2779888,126.9729567
수원시,교습소,들미술,지미애,미술,031-294-2274,16410,경기도 수원시 권선구 구운동 516번지,경기도 수원시 권선구 구운중로22번길 10,37.2766557,126.9743441
수원시,학원,로봇과학클럽학원,변경재,로봇,,16413,경기도 수원시 권선구 구운동 907-3번지 2층,경기도 수원시 권선구 일월천로16번길 6,37.283287,126.9733155
